payment_id,customer_id,amount,currency,payment_method,status,failure_reason,attempt_number,customer_success_rate,timestamp,true_recovery_probability,recovery_attempted,recovery_success,predicted_recovery_probability,expected_recovery_value,recommended_action
pay_008277,cust_01680,12937.66,INR,NETBANKING,FAILED,INSUFFICIENT_FUNDS,3,0.909,2026-07-14 20:00:15.661676,0.3954,True,1.0,0.49726182930251517,6433.404478493978,DO_NOT_ACT
pay_002483,cust_01230,8901.83,INR,UPI,FAILED,NETWORK_ERROR,1,0.677,2026-08-28 02:26:15.661676,0.7462000000000001,True,1.0,0.719840157480899,6407.894709068191,REVIEW
pay_003989,cust_02489,8423.3,INR,NETBANKING,FAILED,NETWORK_ERROR,2,0.837,2026-06-23 20:06:15.661676,0.7022,True,1.0,0.7517732773278788,6332.411846915921,RECOVER
pay_007261,cust_01711,8838.8,INR,NETBANKING,FAILED,LIMIT_EXCEEDED,1,0.946,2026-07-20 13:00:15.661676,0.5075999999999999,True,0.0,0.6639427982790692,5868.457605429036,REVIEW
pay_005612,cust_00337,7429.47,INR,UPI,FAILED,BANK_ERROR,3,0.88,2026-06-03 03:15:15.661676,0.738,True,1.0,0.7867967375281164,5845.482757563015,RECOVER
pay_000417,cust_00153,6253.66,INR,CARD,FAILED,BANK_ERROR,1,0.988,2026-07-08 18:39:15.661676,0.9228,True,1.0,0.8902775531976117,5567.493123329777,RECOVER
pay_002826,cust_02952,7067.66,INR,CARD,FAILED,NETWORK_ERROR,2,0.937,2026-08-05 15:32:15.661676,0.7822000000000001,True,1.0,0.7569934449904523,5350.17229142122,RECOVER
pay_001696,cust_02683,8528.28,INR,UPI,FAILED,NETWORK_ERROR,2,0.65,2026-07-01 12:58:15.661676,0.6500000000000001,True,0.0,0.6195331814418119,5283.552440626576,REVIEW
pay_002725,cust_01634,8691.23,INR,WALLET,FAILED,BANK_ERROR,2,0.463,2026-07-31 15:22:15.661676,0.5478000000000001,True,1.0,0.6026869750620766,5238.091118268771,REVIEW
pay_002152,cust_00177,6830.66,INR,UPI,FAILED,BANK_ERROR,3,0.821,2026-06-05 02:37:15.661676,0.7026,True,1.0,0.7498797639802441,5122.173708629294,REVIEW
pay_003932,cust_00922,6139.05,INR,CARD,FAILED,TIMEOUT,1,0.887,2026-06-24 11:21:15.661676,0.7922,True,1.0,0.787494423287701,4834.467639284361,RECOVER
pay_005812,cust_00937,5730.48,INR,NETBANKING,FAILED,NETWORK_ERROR,1,0.892,2026-07-26 16:17:15.661676,0.8151999999999999,True,1.0,0.8291066875490374,4751.179290866007,RECOVER
pay_007175,cust_01325,5429.97,INR,NETBANKING,FAILED,BANK_ERROR,2,0.969,2026-07-08 15:01:15.661676,0.8114,True,0.0,0.8718366043335648,4734.046606433127,RECOVER
pay_005117,cust_02688,6895.96,INR,CARD,FAILED,BANK_ERROR,4,0.911,2026-08-21 01:56:15.661676,0.6366,True,1.0,0.6861695582853549,4731.797827153476,ESCALATE
pay_007117,cust_00482,7350.74,INR,UPI,FAILED,USER_CANCELLED,4,0.903,2026-07-25 22:23:15.661676,0.5218,True,0.0,0.6282641824607367,4618.206656581436,ESCALATE
pay_009975,cust_02059,6076.93,INR,WALLET,FAILED,BANK_ERROR,1,0.566,2026-06-12 23:20:15.661676,0.6896,True,0.0,0.7401461705720539,4497.816468334432,REVIEW
pay_002207,cust_00806,5927.11,INR,WALLET,FAILED,NETWORK_ERROR,1,0.706,2026-07-24 00:12:15.661676,0.7436,True,1.0,0.7404306233345808,4388.613751872626,REVIEW
pay_005094,cust_01975,7067.64,INR,UPI,FAILED,NETWORK_ERROR,3,0.76,2026-07-21 08:13:15.661676,0.636,True,1.0,0.611149503089793,4319.384674017545,REVIEW
pay_009977,cust_00168,6900.97,INR,UPI,FAILED,USER_CANCELLED,3,0.786,2026-07-04 08:02:15.661676,0.5316000000000001,True,0.0,0.6200408247100638,4278.88313009941,REVIEW
pay_004108,cust_01313,5352.22,INR,NETBANKING,FAILED,NETWORK_ERROR,2,0.941,2026-07-24 13:03:15.661676,0.7646,True,1.0,0.7976201471665108,4269.038504067543,RECOVER
pay_005176,cust_02944,7639.93,INR,WALLET,FAILED,TIMEOUT,4,0.772,2026-06-23 13:10:15.661676,0.5032,True,0.0,0.5578833647197535,4262.189854623387,ESCALATE
pay_006220,cust_00176,5410.42,INR,NETBANKING,FAILED,BANK_ERROR,2,0.762,2026-07-06 23:02:15.661676,0.6872,True,1.0,0.7756088641932607,4196.369711008501,RECOVER
pay_008989,cust_00392,6121.81,INR,UPI,FAILED,USER_CANCELLED,4,0.983,2026-06-30 20:38:15.661676,0.5698000000000001,True,0.0,0.6804036881815053,4165.302102346422,ESCALATE
pay_008036,cust_02903,8851.16,INR,NETBANKING,FAILED,NETWORK_ERROR,4,0.676,2026-07-14 17:13:15.661676,0.4456,True,1.0,0.46890226915162075,4150.3290086240595,ESCALATE
pay_009991,cust_00836,5692.47,INR,WALLET,FAILED,TIMEOUT,1,0.677,2026-06-03 00:30:15.661676,0.6862,True,1.0,0.7209556612126345,4104.018472783086,REVIEW
pay_007851,cust_01009,8972.7,INR,CARD,FAILED,NETWORK_ERROR,3,0.632,2026-07-08 10:28:15.661676,0.5192,True,0.0,0.45718773555045644,4102.208394773581,DO_NOT_ACT
pay_001639,cust_02834,9414.63,INR,CARD,FAILED,CARD_EXPIRED,1,0.937,2026-07-29 13:56:15.661676,0.4422,True,0.0,0.43491490374624614,4094.562900256521,DO_NOT_ACT
pay_005753,cust_02707,5501.51,INR,CARD,FAILED,NETWORK_ERROR,2,0.921,2026-07-24 17:11:15.661676,0.7726000000000001,True,1.0,0.7398043123125035,4070.0408222303613,REVIEW
pay_005384,cust_00512,6957.81,INR,WALLET,FAILED,USER_CANCELLED,3,0.711,2026-06-10 16:40:15.661676,0.4666,True,1.0,0.5817306852716153,4047.571579289698,REVIEW
pay_008178,cust_00875,6140.52,INR,NETBANKING,FAILED,USER_CANCELLED,3,0.826,2026-06-09 10:21:15.661676,0.4955999999999999,True,1.0,0.6487310305502308,3983.5458677143038,REVIEW
pay_008745,cust_02775,9330.07,INR,NETBANKING,FAILED,INSUFFICIENT_FUNDS,2,0.733,2026-06-02 03:44:15.661676,0.3698,True,1.0,0.4212804636159873,3930.5762151696144,DO_NOT_ACT
pay_005838,cust_00811,5741.81,INR,WALLET,FAILED,NETWORK_ERROR,3,0.83,2026-07-15 01:12:15.661676,0.6579999999999999,True,1.0,0.6751937290498115,3876.834105395498,REVIEW
pay_008991,cust_02801,6508.47,INR,CARD,FAILED,TIMEOUT,3,0.815,2026-08-04 06:25:15.661676,0.5889999999999999,True,0.0,0.5906546806091189,3844.258269104032,REVIEW
pay_005354,cust_00823,4581.62,INR,UPI,FAILED,BANK_ERROR,1,0.768,2026-06-08 21:05:15.661676,0.8308000000000001,True,1.0,0.8300258579528168,3802.8630713137845,RECOVER
pay_003348,cust_00989,6454.07,INR,CARD,FAILED,NETWORK_ERROR,2,0.701,2026-08-15 07:50:15.661676,0.6406000000000001,True,1.0,0.5865314293296471,3785.514902093595,REVIEW
pay_007061,cust_02542,6178.61,INR,WALLET,FAILED,USER_CANCELLED,2,0.621,2026-06-09 10:47:15.661676,0.4926,True,1.0,0.5926338497822207,3661.653430602926,REVIEW
pay_007025,cust_00362,4491.33,INR,NETBANKING,FAILED,NETWORK_ERROR,2,0.981,2026-08-24 14:19:15.661676,0.7886,True,1.0,0.814689090659349,3659.037553551054,RECOVER
pay_006009,cust_02137,4501.0,INR,NETBANKING,FAILED,USER_CANCELLED,2,0.979,2026-06-12 04:44:15.661676,0.6674,True,1.0,0.8070922249678089,3632.7221045801075,RECOVER
pay_000884,cust_01480,4168.57,INR,WALLET,FAILED,USER_CANCELLED,1,0.98,2026-07-13 11:47:15.661676,0.788,True,0.0,0.8649089791283717,3605.4336231251564,RECOVER
pay_003708,cust_00624,5333.5,INR,NETBANKING,FAILED,USER_CANCELLED,4,0.971,2026-06-17 05:15:15.661676,0.5025999999999999,True,1.0,0.6701189337128143,3574.079332957295,ESCALATE
pay_004745,cust_02550,6525.49,INR,NETBANKING,FAILED,INSUFFICIENT_FUNDS,1,0.8,2026-07-21 14:15:15.661676,0.49,True,1.0,0.5473907733196385,3571.9930173895677,REVIEW
pay_006365,cust_01645,5498.36,INR,WALLET,FAILED,TIMEOUT,3,0.793,2026-06-28 13:23:15.661676,0.5958,True,1.0,0.6471199224907165,3558.0982970260557,REVIEW
pay_003847,cust_00270,4327.26,INR,UPI,FAILED,NETWORK_ERROR,2,0.974,2026-06-01 15:00:15.661676,0.8444,True,1.0,0.8087407648747993,3499.631562212124,RECOVER
pay_008387,cust_02185,6661.53,INR,UPI,FAILED,NETWORK_ERROR,3,0.655,2026-06-21 00:39:15.661676,0.5730000000000001,True,0.0,0.5246924599651793,3495.2545628318408,REVIEW
pay_005582,cust_02804,4098.78,INR,UPI,FAILED,BANK_ERROR,1,0.81,2026-07-17 00:45:15.661676,0.8560000000000001,True,1.0,0.8469726636377789,3471.554614265255,RECOVER
pay_004626,cust_01591,4960.27,INR,NETBANKING,FAILED,USER_CANCELLED,1,0.678,2026-07-14 02:56:15.661676,0.5668,True,0.0,0.6936925970362758,3440.9025783011284,REVIEW
pay_000765,cust_02913,4534.27,INR,UPI,FAILED,NETWORK_ERROR,1,0.771,2026-07-04 21:23:15.661676,0.8026000000000001,True,0.0,0.758060822971283,3437.2524477739994,RECOVER
pay_002833,cust_01175,6312.65,INR,CARD,FAILED,TIMEOUT,2,0.649,2026-08-27 09:33:15.661676,0.5694,True,0.0,0.5443317784800087,3436.1760014218266,REVIEW
pay_008518,cust_00308,5068.23,INR,UPI,FAILED,BANK_ERROR,2,0.614,2026-07-09 01:46:15.661676,0.6584000000000001,True,0.0,0.6761331739738643,3426.798436329558,REVIEW
pay_001452,cust_02009,7056.98,INR,NETBANKING,FAILED,NETWORK_ERROR,4,0.706,2026-08-03 10:06:15.661676,0.4636,True,1.0,0.4822068190111024,3402.9238776249695,ESCALATE
pay_001121,cust_02472,4378.32,INR,NETBANKING,FAILED,BANK_ERROR,4,0.987,2026-06-30 21:05:15.661676,0.6622,True,1.0,0.7743130165068755,3390.1901664323827,ESCALATE
pay_007956,cust_02804,9696.56,INR,NETBANKING,FAILED,INSUFFICIENT_FUNDS,4,0.856,2026-07-30 00:53:15.661676,0.2836000000000001,True,0.0,0.3489911058681358,3384.013197516731,ESCALATE
pay_001041,cust_01237,6954.49,INR,UPI,FAILED,BANK_ERROR,3,0.462,2026-06-28 01:51:15.661676,0.4872,True,1.0,0.48193631587265173,3351.6212893731977,DO_NOT_ACT
pay_006165,cust_02626,6396.78,INR,UPI,FAILED,USER_CANCELLED,4,0.778,2026-07-14 05:17:15.661676,0.4468,True,0.0,0.5230995288983453,3346.1526044663574,ESCALATE
pay_000632,cust_02129,6146.51,INR,WALLET,FAILED,INSUFFICIENT_FUNDS,1,0.764,2026-08-03 12:47:15.661676,0.5084000000000001,True,0.0,0.5336852936557878,3280.3019943082363,REVIEW
pay_006952,cust_01637,4614.39,INR,NETBANKING,FAILED,TIMEOUT,1,0.688,2026-06-24 20:05:15.661676,0.6527999999999999,True,1.0,0.7081432762146449,3267.6492523320953,REVIEW
pay_009337,cust_01193,5503.65,INR,NETBANKING,FAILED,BANK_ERROR,2,0.496,2026-06-20 08:25:15.661676,0.5276000000000001,True,1.0,0.592230963608058,3259.4319428614886,REVIEW
pay_007661,cust_00329,5419.82,INR,CARD,FAILED,INSUFFICIENT_FUNDS,1,0.944,2026-07-20 02:40:15.661676,0.5964,True,1.0,0.5910587097963096,3203.4318165282343,REVIEW
pay_001332,cust_01528,4793.47,INR,WALLET,FAILED,INSUFFICIENT_FUNDS,1,0.947,2026-07-19 21:07:15.661676,0.6182000000000001,True,0.0,0.6680425634836099,3202.24198678178,REVIEW
pay_007777,cust_01468,4154.91,INR,UPI,FAILED,BANK_ERROR,2,0.76,2026-06-10 13:25:15.661676,0.7460000000000001,True,1.0,0.7668275047567348,3186.099267788805,RECOVER
pay_007267,cust_02351,3638.01,INR,WALLET,FAILED,BANK_ERROR,2,0.97,2026-08-18 04:34:15.661676,0.8520000000000001,True,1.0,0.8752101445966913,3184.023258144209,RECOVER
pay_000544,cust_00257,5728.76,INR,UPI,FAILED,BANK_ERROR,3,0.556,2026-08-12 12:18:15.661676,0.5436000000000001,True,1.0,0.550923055730242,3156.1059647451816,REVIEW
pay_003457,cust_00299,4320.02,INR,CARD,FAILED,BANK_ERROR,4,0.973,2026-06-07 08:41:15.661676,0.6738,True,0.0,0.7151910080563318,3089.639458623515,ESCALATE
pay_005408,cust_01716,4537.87,INR,NETBANKING,FAILED,BANK_ERROR,3,0.724,2026-08-24 03:52:15.661676,0.5843999999999999,True,1.0,0.6760705099135959,3067.920084821609,REVIEW
pay_003758,cust_01555,9261.87,INR,UPI,FAILED,INSUFFICIENT_FUNDS,4,0.836,2026-06-04 20:44:15.661676,0.3316,True,0.0,0.32923855373522093,3049.364683683631,ESCALATE
pay_009177,cust_01417,4944.79,INR,WALLET,FAILED,USER_CANCELLED,4,0.874,2026-07-19 16:53:15.661676,0.4844,True,1.0,0.6115713623274217,3024.0919567230117,ESCALATE
pay_006052,cust_01721,4088.89,INR,WALLET,FAILED,NETWORK_ERROR,2,0.824,2026-07-12 15:55:15.661676,0.7344,True,1.0,0.7368241469498484,3012.7928862217655,REVIEW
pay_004467,cust_01619,3569.08,INR,CARD,FAILED,BANK_ERROR,1,0.876,2026-06-15 12:14:15.661676,0.8556,True,1.0,0.8403233921740371,2999.181412540512,RECOVER
pay_006919,cust_01979,7337.41,INR,UPI,FAILED,NETWORK_ERROR,4,0.611,2026-08-01 19:45:15.661676,0.4665999999999999,True,0.0,0.4045199200864462,2968.1285068414913,ESCALATE
pay_009593,cust_02213,4924.0,INR,UPI,FAILED,LIMIT_EXCEEDED,1,0.897,2026-08-28 22:43:15.661676,0.5382,True,1.0,0.601392596642035,2961.2571458653806,REVIEW
pay_005965,cust_00280,5401.67,INR,UPI,FAILED,INSUFFICIENT_FUNDS,2,0.922,2026-08-18 18:54:15.661676,0.5432000000000001,True,1.0,0.5474490156764009,2957.1389245087444,REVIEW
pay_005995,cust_02913,3607.69,INR,NETBANKING,FAILED,USER_CANCELLED,1,0.901,2026-06-21 00:28:15.661676,0.7006,True,1.0,0.8194440306243174,2956.3000348430437,RECOVER
pay_008280,cust_00421,4485.01,INR,UPI,FAILED,TIMEOUT,3,0.842,2026-08-23 18:44:15.661676,0.6452,True,1.0,0.6586837074796402,2954.2030148832614,REVIEW
pay_001977,cust_02620,4443.91,INR,CARD,FAILED,TIMEOUT,3,0.922,2026-08-25 11:41:15.661676,0.6531999999999999,True,1.0,0.660371196416971,2934.6301634693414,REVIEW
pay_005312,cust_02193,4851.19,INR,WALLET,FAILED,USER_CANCELLED,4,0.863,2026-06-12 02:58:15.661676,0.4778,True,1.0,0.6024390247924802,2922.546172683032,ESCALATE
pay_009310,cust_02432,4129.5,INR,WALLET,FAILED,USER_CANCELLED,2,0.787,2026-08-23 07:02:15.661676,0.5922000000000001,True,1.0,0.7039875411436899,2907.1165511528675,REVIEW
pay_002622,cust_02204,3399.03,INR,NETBANKING,FAILED,BANK_ERROR,2,0.926,2026-07-10 14:51:15.661676,0.7856000000000001,True,1.0,0.8489200084138325,2885.5045761988695,RECOVER
pay_002171,cust_00202,3983.31,INR,WALLET,FAILED,BANK_ERROR,2,0.667,2026-08-06 08:50:15.661676,0.6702000000000001,True,0.0,0.7243458197680792,2885.2939473403876,REVIEW
pay_007994,cust_02014,3738.42,INR,NETBANKING,FAILED,USER_CANCELLED,2,0.908,2026-06-29 19:36:15.661676,0.6248,True,0.0,0.76497876618341,2859.8119190753837,RECOVER
pay_006891,cust_01421,4058.92,INR,WALLET,FAILED,USER_CANCELLED,3,0.898,2026-08-29 12:23:15.661676,0.5788,True,0.0,0.7045043136788659,2859.5266488774223,REVIEW
pay_003671,cust_01229,4119.83,INR,UPI,FAILED,BANK_ERROR,2,0.643,2026-06-20 06:14:15.661676,0.6758000000000001,True,0.0,0.6915148266590705,2848.923528314838,REVIEW
pay_004444,cust_02630,3115.62,INR,WALLET,FAILED,BANK_ERROR,1,0.99,2026-06-05 13:15:15.661676,0.944,True,1.0,0.9136259171418172,2846.5111799653882,RECOVER
pay_005632,cust_00007,3611.43,INR,NETBANKING,FAILED,USER_CANCELLED,2,0.94,2026-07-29 05:46:15.661676,0.644,True,0.0,0.7827213097976017,2826.7432198423526,RECOVER
pay_006661,cust_00810,3521.09,INR,CARD,FAILED,BANK_ERROR,1,0.791,2026-06-21 23:14:15.661676,0.8046000000000001,True,1.0,0.7992526027944776,2814.2403471736075,RECOVER
pay_000092,cust_02094,3924.19,INR,WALLET,FAILED,USER_CANCELLED,2,0.806,2026-08-11 23:42:15.661676,0.6036000000000001,True,0.0,0.7157227188034666,2808.6319359013755,REVIEW
pay_009140,cust_00175,3418.89,INR,UPI,FAILED,BANK_ERROR,2,0.859,2026-08-28 08:34:15.661676,0.8054000000000001,True,1.0,0.8169342796963331,2793.008439510996,RECOVER
pay_009159,cust_01573,5531.84,INR,CARD,FAILED,TIMEOUT,3,0.709,2026-07-30 21:36:15.661676,0.5253999999999999,True,1.0,0.49897329011199254,2760.240405173125,DO_NOT_ACT
pay_006272,cust_02337,3272.99,INR,WALLET,FAILED,USER_CANCELLED,1,0.924,2026-08-22 17:06:15.661676,0.7544000000000001,True,0.0,0.8390712285317545,2746.271740272147,RECOVER
pay_007221,cust_02451,4382.47,INR,WALLET,FAILED,NETWORK_ERROR,4,0.884,2026-08-27 17:10:15.661676,0.6104,True,1.0,0.6261758272484947,2744.196777641711,ESCALATE
pay_004588,cust_01042,3771.14,INR,NETBANKING,FAILED,USER_CANCELLED,2,0.847,2026-08-03 11:50:15.661676,0.5882000000000001,True,1.0,0.7274289953691399,2743.236581596378,REVIEW
pay_007867,cust_01419,3598.05,INR,CARD,FAILED,BANK_ERROR,2,0.83,2026-07-16 23:49:15.661676,0.748,True,1.0,0.7599607863435147,2734.376907303283,RECOVER
pay_002752,cust_02205,6364.02,INR,CARD,FAILED,USER_CANCELLED,4,0.739,2026-06-09 12:50:15.661676,0.3833999999999999,True,0.0,0.42831026080250933,2725.775065952386,ESCALATE
pay_000252,cust_02726,3767.96,INR,WALLET,FAILED,BANK_ERROR,3,0.774,2026-08-18 18:08:15.661676,0.6544,True,1.0,0.7215016480031506,2718.5893496099516,REVIEW
pay_002658,cust_02671,3685.63,INR,NETBANKING,FAILED,BANK_ERROR,4,0.923,2026-06-21 14:48:15.661676,0.6238,True,0.0,0.7323137670027574,2699.037589078373,ESCALATE
pay_008008,cust_01608,5993.37,INR,UPI,FAILED,BANK_ERROR,4,0.54,2026-06-11 16:20:15.661676,0.454,True,0.0,0.45020340056120023,2698.2355548214805,ESCALATE
pay_008810,cust_02111,3340.4,INR,NETBANKING,FAILED,NETWORK_ERROR,2,0.966,2026-08-27 03:14:15.661676,0.7796,True,1.0,0.8026707045490012,2681.241221475484,RECOVER
pay_001739,cust_00282,3867.05,INR,WALLET,FAILED,BANK_ERROR,2,0.617,2026-08-26 16:12:15.661676,0.6402000000000001,True,0.0,0.6899331988837475,2668.006176743396,REVIEW
pay_000468,cust_01242,3314.31,INR,UPI,FAILED,TIMEOUT,1,0.853,2026-06-20 00:28:15.661676,0.8118,True,1.0,0.7992021756791908,2648.803762875299,RECOVER
pay_008297,cust_00109,8771.5,INR,WALLET,FAILED,CARD_EXPIRED,2,0.771,2026-08-18 09:51:15.661676,0.2826,True,0.0,0.3010832439472668,2640.9516742834508,DO_NOT_ACT
pay_008789,cust_01732,3113.29,INR,WALLET,FAILED,USER_CANCELLED,1,0.933,2026-08-22 17:10:15.661676,0.7598,True,1.0,0.842476364205304,2622.873239916731,RECOVER
pay_003428,cust_02147,5473.24,INR,NETBANKING,FAILED,BANK_ERROR,4,0.575,2026-06-06 20:28:15.661676,0.415,True,1.0,0.4783987814265154,2618.391346454861,ESCALATE
pay_005585,cust_00719,4600.9,INR,UPI,FAILED,NETWORK_ERROR,4,0.834,2026-07-28 11:08:15.661676,0.6004,True,0.0,0.568074136004611,2613.6522923436146,ESCALATE
pay_003151,cust_01939,3546.04,INR,UPI,FAILED,BANK_ERROR,2,0.713,2026-07-01 02:55:15.661676,0.7178000000000001,True,1.0,0.7353036617651149,2607.4161967655677,REVIEW
pay_002650,cust_01801,3721.28,INR,UPI,FAILED,BANK_ERROR,2,0.655,2026-08-15 16:00:15.661676,0.6830000000000002,True,1.0,0.6977278375503662,2596.4406473194267,REVIEW
pay_004395,cust_01184,3539.47,INR,UPI,FAILED,NETWORK_ERROR,1,0.737,2026-06-14 07:53:15.661676,0.7822,True,0.0,0.7322694431552642,2591.845725964763,REVIEW
pay_006512,cust_00034,3662.24,INR,UPI,FAILED,BANK_ERROR,1,0.56,2026-07-21 03:19:15.661676,0.7060000000000001,True,1.0,0.7074610038163658,2590.8919866164474,REVIEW
pay_006739,cust_02430,18926.63,INR,CARD,FAILED,INSUFFICIENT_FUNDS,4,0.494,2026-08-15 14:10:15.661676,0.0864,True,0.0,0.13686880134724896,2590.465161642883,ESCALATE
pay_001935,cust_00747,14995.04,INR,NETBANKING,FAILED,LIMIT_EXCEEDED,4,0.537,2026-06-10 15:12:15.661676,0.0222,True,0.0,0.17106336916137815,2565.102063109632,ESCALATE
pay_000299,cust_01992,3464.38,INR,CARD,FAILED,BANK_ERROR,3,0.906,2026-06-21 08:39:15.661676,0.7136,True,1.0,0.7386533452842926,2558.975876335998,REVIEW
pay_009000,cust_02265,3432.16,INR,NETBANKING,FAILED,TIMEOUT,2,0.864,2026-06-01 07:37:15.661676,0.6784,True,0.0,0.745283097332528,2557.930835340809,REVIEW
pay_009076,cust_01510,6212.04,INR,CARD,FAILED,BANK_ERROR,3,0.458,2026-06-15 00:56:15.661676,0.4448,True,1.0,0.41173734009104457,2557.7288261391723,DO_NOT_ACT
pay_000580,cust_01808,4514.29,INR,WALLET,FAILED,INSUFFICIENT_FUNDS,2,0.926,2026-05-31 19:14:15.661676,0.5256000000000002,True,0.0,0.5659153526769153,2554.7060174358717,REVIEW
pay_004139,cust_01589,3688.75,INR,WALLET,FAILED,NETWORK_ERROR,3,0.869,2026-06-26 09:18:15.661676,0.6814,True,1.0,0.6917012610968721,2551.5130268710873,REVIEW
pay_005007,cust_00989,4183.01,INR,CARD,FAILED,USER_CANCELLED,4,0.969,2026-08-09 21:16:15.661676,0.5214,True,0.0,0.6007605728947158,2512.9874840243256,ESCALATE
pay_008447,cust_01003,3078.72,INR,NETBANKING,FAILED,BANK_ERROR,1,0.736,2026-06-04 15:56:15.661676,0.7516,True,1.0,0.8108794355735348,2496.4707358889527,RECOVER
pay_004773,cust_00052,3030.46,INR,NETBANKING,FAILED,BANK_ERROR,3,0.982,2026-06-29 18:29:15.661676,0.7392,True,0.0,0.823675732776826,2496.1163611508605,RECOVER
pay_008920,cust_02764,3500.77,INR,WALLET,FAILED,BANK_ERROR,4,0.868,2026-08-02 05:29:15.661676,0.6308,True,1.0,0.7097031778601657,2484.507593957532,ESCALATE
pay_008272,cust_02737,4214.31,INR,UPI,FAILED,INSUFFICIENT_FUNDS,1,0.873,2026-08-18 21:29:15.661676,0.5938000000000001,True,1.0,0.5888430744245753,2481.5672569782323,REVIEW
pay_007949,cust_00316,3946.79,INR,NETBANKING,FAILED,NETWORK_ERROR,4,0.911,2026-08-18 08:16:15.661676,0.5866,True,0.0,0.6274566895272753,2476.439787659355,ESCALATE
pay_007686,cust_00478,3721.26,INR,NETBANKING,FAILED,BANK_ERROR,4,0.822,2026-08-02 15:37:15.661676,0.5632,True,1.0,0.6631082382760479,2467.5981627671263,ESCALATE
pay_000539,cust_02774,4044.18,INR,CARD,FAILED,NETWORK_ERROR,2,0.748,2026-08-24 09:12:15.661676,0.6688000000000001,True,1.0,0.6090249316820058,2463.006448209734,REVIEW
pay_000021,cust_01636,5840.19,INR,NETBANKING,FAILED,BANK_ERROR,4,0.499,2026-06-20 16:52:15.661676,0.3694,True,1.0,0.41928438063497137,2448.7004469405533,ESCALATE
pay_005291,cust_02692,6367.66,INR,UPI,FAILED,INSUFFICIENT_FUNDS,2,0.711,2026-07-07 14:03:15.661676,0.4165999999999999,True,0.0,0.38338900911869933,2441.290857804777,DO_NOT_ACT
